,Name,Age,Salary,Country,Bonus
4452,QLTHR,24,59905,,5990.5
4453,ZENFP,40,63913,,6391.3
4454,UIZNI,48,41191,,4119.1
4455,YKPDP,21,45647,,4564.7
4456,VFQRU,21,57938,,5793.8
4457,VOXYX,24,62315,,6231.5
4458,RVYUN,22,66445,,6644.5
4459,JCLRY,57,56105,,5610.5
4460,KTQBV,22,56407,,5640.700000000001
4461,VNXYP,52,56369,France,5636.900000000001
4462,IHTAA,53,53848,,5384.8
4463,SDLPV,56,58374,France,5837.400000000001
4464,DRDLZ,53,44763,,4476.3
4465,ATBDO,50,50254,,5025.400000000001
4466,XQZUD,22,45581,,4558.1
4467,SEGQE,22,55318,,5531.8
4468,EUIKE,51,45715,,4571.5
4469,QINPE,29,73040,,7304.0
4470,ZTICL,30,30012,,3001.2000000000003
4471,BEOFQ,48,36473,,3647.3
4472,IIAMX,31,56468,,5646.8
4473,NXUDR,60,57947,France,5794.700000000001
4474,YRLIP,41,53468,,5346.8
4475,DDCJD,21,51697,France,5169.700000000001
4476,FFNGV,51,63703,,6370.3
4477,ZNLOO,30,48800,,4880.0
4478,YUWLJ,44,57601,France,5760.1
4479,PNPUN,49,67553,,6755.3
4480,AVLWR,41,38504,,3850.4
4481,LFCIA,46,40354,,4035.4
4482,MTCET,51,56993,,5699.3
4483,OXBZM,36,65004,,6500.400000000001
4484,GAIQA,22,73961,France,7396.1
4485,POPIR,27,48924,France,4892.400000000001
4486,LYKAW,35,79799,,7979.900000000001
4487,LBRNS,58,33327,France,3332.7000000000003
4488,NKFCV,30,40600,France,4060.0
4489,ICLAL,30,74623,,7462.3
4490,QHBHU,35,68913,France,6891.3
4491,DJYXP,54,53543,,5354.3
4492,AJUDX,44,74959,,7495.900000000001
4493,HUELC,26,69673,,6967.3
4494,XXBAR,44,38993,,3899.3
4495,OPWVQ,40,77632,,7763.200000000001
4496,ZOKCD,41,30472,,3047.2000000000003
4497,MSZUE,45,31780,France,3178.0
4498,FUHJM,27,77620,France,7762.0
4499,TXTYZ,55,52201,,5220.1
4500,IYQFM,37,59629,France,5962.900000000001
4501,ZWULT,26,76909,,7690.900000000001
4502,QQMQD,43,30243,France,3024.3
4503,OKGTU,23,53984,,5398.400000000001
4504,WKWGP,24,51341,,5134.1
4505,DARVF,41,61057,France,6105.700000000001
4506,BYBTM,58,30095,,3009.5
4507,ICUTX,48,45264,,4526.400000000001
4508,OFKBE,59,31990,France,3199.0
4509,XSOBJ,37,74728,,7472.8
4510,SICFA,52,48595,France,4859.5
4511,DQCCW,23,52971,France,5297.1
4512,VCBVC,32,31716,,3171.6000000000004
4513,BKQLS,43,76577,France,7657.700000000001
4514,AKKQY,57,69602,,6960.200000000001
4515,ULBXJ,31,56862,,5686.200000000001
4516,BCJIV,26,52672,,5267.200000000001
4517,QIPBN,46,78313,France,7831.3
4518,JEDSU,58,54733,,5473.3
4519,CHDIJ,38,72902,France,7290.200000000001
4520,JKGTO,50,57831,France,5783.1
4521,WRLKB,59,76488,,7648.8
4522,DKTYO,52,49637,,4963.700000000001
4523,XUQBS,22,58723,France,5872.3
4524,CHIVY,43,34472,,3447.2000000000003
4525,EXZVJ,49,55766,,5576.6
4526,ILGBW,31,74860,,7486.0
4527,UGBNK,28,54748,,5474.8
4528,DCNQT,59,66490,,6649.0
4529,JJZFA,34,76460,France,7646.0
4530,OUBPY,29,60306,,6030.6
4531,RTINV,27,34406,France,3440.6000000000004
4532,DXDNS,37,71412,France,7141.200000000001
4533,HERUX,48,48829,,4882.900000000001
4534,JDGRF,53,47889,,4788.900000000001
4535,IXGQF,35,68471,,6847.1
4536,PGBFV,34,64182,,6418.200000000001
4537,NBKSG,48,54410,,5441.0
4538,UTEXT,26,42620,,4262.0
4539,FWJPV,60,58618,,5861.8
4540,UEBYR,43,45301,,4530.1
4541,DLKKA,23,30658,,3065.8
4542,WHSHJ,45,62160,,6216.0
4543,HWCMI,53,68550,France,6855.0
4544,GHGPB,28,75204,,7520.400000000001
4545,NAHSM,53,78966,,7896.6
4546,SBMAO,50,60934,,6093.400000000001
4547,GKNXD,35,36656,,3665.6000000000004
4548,OEIHH,57,60656,France,6065.6
4549,FCYTA,21,51132,France,5113.200000000001
4550,WSTAE,39,32052,France,3205.2000000000003
4551,DZZCP,55,32006,,3200.6000000000004
4552,CTRJB,25,60442,,6044.200000000001
4553,NIOJA,46,38563,,3856.3
4554,KGKUF,25,52035,,5203.5
4555,PJUXZ,46,50140,France,5014.0
4556,BXQEB,53,48506,,4850.6
4557,AFLOU,55,63521,,6352.1
4558,HVRTJ,24,43090,,4309.0
4559,DFHAC,22,64368,France,6436.8
4560,SQFWF,40,71944,France,7194.400000000001
4561,JIOOA,51,53776,France,5377.6
4562,HNFMO,20,65601,,6560.1
4563,XLEJP,60,69493,,6949.3
4564,IUSOZ,37,69451,,6945.1
4565,SSMWL,55,47317,,4731.7
4566,QYJEX,26,74414,,7441.400000000001
4567,EIUJL,29,72324,,7232.400000000001
4568,BNMWK,24,31812,,3181.2000000000003
4569,DGIPX,38,36646,,3664.6000000000004
4570,HTSKJ,28,33881,,3388.1000000000004
4571,RFSKL,57,55996,France,5599.6
4572,HUOPE,29,43442,France,4344.2
4573,DIKXW,37,53836,,5383.6
4574,ZFZMA,24,59816,,5981.6
4575,PCRET,58,67354,,6735.400000000001
4576,OLTDV,51,46956,France,4695.6
4577,MLGGX,38,37769,France,3776.9
4578,UZAIW,55,69120,,6912.0
4579,JAJBH,41,53809,,5380.900000000001
4580,QKDYU,20,30114,France,3011.4
4581,LNHBE,25,43297,,4329.7
4582,AEWXO,38,33991,,3399.1000000000004
4583,YOFGQ,48,54487,France,5448.700000000001
4584,UVGIY,26,37079,,3707.9
4585,OZZHT,25,50248,,5024.8
4586,KARMD,53,69249,,6924.900000000001
4587,SILRV,27,56384,,5638.400000000001
4588,BJMWV,23,48621,,4862.1
4589,RRKOG,42,58333,France,5833.3
4590,JCPFX,52,55484,France,5548.400000000001
4591,MUPLY,22,52190,France,5219.0
4592,GSFSQ,23,38105,,3810.5
4593,JTWOF,21,39262,,3926.2000000000003
4594,IRKDV,37,68064,,6806.400000000001
4595,XAVTE,35,66024,,6602.400000000001
4596,PYLYU,42,60144,,6014.400000000001
4597,HWUUW,33,31757,,3175.7000000000003
4598,FXFZX,38,31074,France,3107.4
4599,AFUPK,29,69046,,6904.6
4600,PGDFF,33,59062,,5906.200000000001
4601,EKPAE,59,35872,,3587.2000000000003
4602,VRZYX,43,38844,,3884.4
4603,DIUTS,37,42390,France,4239.0
4604,IARKW,59,62234,France,6223.400000000001
4605,VBGWM,36,44557,,4455.7
4606,CGNUM,46,66010,,6601.0
4607,WTLIQ,35,65233,,6523.3
4608,GQSSY,26,58092,,5809.200000000001
4609,VCVEY,52,69186,,6918.6
4610,MADEP,33,40198,France,4019.8
4611,ZQJTT,51,61896,,6189.6
4612,KFCBK,23,70749,France,7074.900000000001
4613,SIGRA,36,38378,France,3837.8
4614,HGZNT,23,42139,France,4213.900000000001
4615,MWYZV,33,69692,France,6969.200000000001
4616,VTJXN,59,51305,,5130.5
4617,OCFOO,57,34072,,3407.2000000000003
4618,GYBUU,32,52279,France,5227.900000000001
4619,TDNVT,29,79413,,7941.3
4620,YEQRZ,42,49211,,4921.1
4621,VUBWK,43,74074,,7407.400000000001
4622,VMAKK,41,61490,France,6149.0
4623,WAZGY,29,48258,France,4825.8
4624,YRPWP,37,33633,,3363.3
4625,AWNGG,60,54975,France,5497.5
4626,CATXJ,38,56322,France,5632.200000000001
4627,MCTHO,58,65685,,6568.5
4628,XORYP,55,38102,,3810.2000000000003
4629,DTOVU,49,45755,,4575.5
4630,PTVMI,53,71274,,7127.400000000001
4631,XDHIQ,43,44389,,4438.900000000001
4632,BUBFQ,22,73819,,7381.900000000001
4633,GYSIR,57,38885,,3888.5
4634,XDEDF,53,43204,,4320.400000000001
4635,EYOSE,28,41254,,4125.400000000001
4636,MQFJP,20,62405,,6240.5
4637,UIXUL,23,64615,France,6461.5
4638,FFQTH,35,39369,,3936.9
4639,VIODC,57,58369,,5836.900000000001
4640,WZVHO,41,36834,,3683.4
4641,CVFSV,47,77320,,7732.0
4642,EUUMY,21,70760,,7076.0
4643,PISBT,25,57653,,5765.3
4644,QAECQ,50,44352,,4435.2
4645,WASCS,48,55638,France,5563.8
4646,IQLIP,45,74324,,7432.400000000001
4647,MEMHH,20,35706,,3570.6000000000004
4648,CGAAF,49,70617,,7061.700000000001
4649,NSNGF,32,67760,,6776.0
4650,TAPAR,22,45268,France,4526.8
4651,YHLMB,30,42469,,4246.900000000001
4652,XUNCR,44,64015,France,6401.5
4653,NBNGN,22,74843,,7484.3
4654,HXQUH,35,73216,,7321.6
4655,QZXMZ,36,35696,,3569.6000000000004
4656,ATVMZ,30,77249,,7724.900000000001
4657,SHKHJ,24,37869,,3786.9
4658,ZWJIF,59,64725,France,6472.5
4659,VFKWB,52,67658,France,6765.8
4660,ALDQI,38,45660,France,4566.0
4661,WBABJ,31,79323,,7932.3
4662,GWQVJ,42,38674,,3867.4
4663,BPROD,34,36798,,3679.8
4664,RAXOT,55,73564,,7356.400000000001
4665,YHEFA,59,74889,,7488.900000000001
4666,XTXXL,30,34104,,3410.4
4667,SYCVM,58,63624,France,6362.400000000001
4668,ZRHCE,47,55860,,5586.0
4669,EUEBF,56,67630,,6763.0
4670,TOOYP,51,33002,,3300.2000000000003
4671,YDDWV,41,33076,France,3307.6000000000004
4672,CQFLM,55,42192,,4219.2
4673,YVIAA,20,51905,,5190.5
4674,PIYGG,31,55478,France,5547.8
4675,LPAYI,55,55394,,5539.400000000001
4676,QQHHW,27,38100,France,3810.0
4677,FJNEX,21,40469,,4046.9
4678,MMNKD,21,45835,,4583.5
4679,KWFFI,37,60516,France,6051.6
4680,NAFST,51,77764,,7776.400000000001
4681,XFBJK,40,51113,,5111.3
4682,GNTXC,52,70602,,7060.200000000001
4683,IVDEI,55,45815,,4581.5
4684,KCDIY,41,66106,,6610.6
4685,SHRJC,28,54490,,5449.0
4686,KSTYV,43,57239,,5723.900000000001
4687,UATRN,33,64754,,6475.400000000001
4688,WTHRZ,52,40962,,4096.2
4689,WRZMP,37,30869,,3086.9
4690,WTXPI,31,64292,,6429.200000000001
4691,TTOIG,56,63212,France,6321.200000000001
4692,FULGZ,58,36742,,3674.2000000000003
4693,UURPL,43,74511,,7451.1
4694,TISCR,31,55425,France,5542.5
4695,MIHLI,57,50668,France,5066.8
4696,JEMEG,53,55271,,5527.1
4697,LNHSW,52,59491,,5949.1
4698,FHFSX,21,48122,,4812.2
4699,CZJIF,35,75880,France,7588.0
4700,VDIPR,52,78142,,7814.200000000001
4701,GQLEV,46,48337,,4833.7
4702,ZJTKH,30,60151,,6015.1
4703,VSQCA,57,59489,,5948.900000000001
4704,CFXIM,50,31026,France,3102.6000000000004
4705,DYPUB,36,39203,,3920.3
4706,WVYRR,26,35520,,3552.0
4707,IHAFN,39,37750,France,3775.0
4708,HEXTG,41,65718,,6571.8
4709,IXSRD,29,39291,France,3929.1000000000004
4710,MEWTD,59,61370,France,6137.0
4711,ONLDM,45,41026,,4102.6
4712,NJBCP,23,73237,,7323.700000000001
4713,VMDNJ,22,76171,,7617.1
4714,CCBUI,49,39654,,3965.4
4715,LYQXP,39,60276,France,6027.6
4716,SJZPA,32,68519,,6851.900000000001
4717,RBVDX,25,65743,,6574.3
4718,JPQRO,53,60524,,6052.400000000001
4719,WKDNY,32,78970,France,7897.0
4720,AKBTU,28,78318,France,7831.8
4721,ANNDB,60,73353,,7335.3
4722,PGZEK,36,60084,France,6008.400000000001
4723,BRQHQ,48,45952,,4595.2
4724,PYLOH,44,63878,,6387.8
4725,MARGJ,33,46679,,4667.900000000001
4726,LNZDW,45,41430,,4143.0
4727,JXFGX,24,74741,,7474.1
4728,ZSKQB,22,72085,,7208.5
4729,RPAPL,29,52323,France,5232.3
4730,EHWEY,44,39943,France,3994.3
4731,OLTNH,56,44193,,4419.3
4732,HFARZ,47,65352,France,6535.200000000001
4733,CAAZJ,27,76596,,7659.6
4734,ULYVZ,50,63138,France,6313.8
4735,GVDIW,30,30675,,3067.5
4736,CBHNV,25,48267,,4826.7
4737,DNSET,28,70932,,7093.200000000001
4738,TXUJI,45,52542,,5254.200000000001
4739,YSMSY,59,41927,France,4192.7
4740,RNQSE,30,42558,France,4255.8
4741,XMDKX,35,40902,,4090.2000000000003
4742,LMDEM,30,38182,,3818.2000000000003
4743,RAEOG,42,41804,,4180.400000000001
4744,VUVBZ,21,45638,,4563.8
4745,BGUOM,31,70429,,7042.900000000001
4746,SRUVU,37,58500,,5850.0
4747,AIZZM,57,69607,,6960.700000000001
4748,YVJWW,58,58182,,5818.200000000001
4749,DGCGD,24,78388,,7838.8
4750,CPKRC,43,48175,,4817.5
4751,ZBRTC,23,72201,France,7220.1
4752,NOCBC,44,41932,,4193.2
4753,YWHBZ,42,75282,,7528.200000000001
4754,CABUZ,44,45552,France,4555.2
4755,CAVJO,53,58694,,5869.400000000001
4756,WOKRR,54,73166,,7316.6
4757,IKSPN,42,38450,France,3845.0
4758,KNKUX,37,53027,,5302.700000000001
4759,OTBVR,31,32061,,3206.1000000000004
4760,JVSOV,26,40850,,4085.0
4761,MNZXO,56,56752,,5675.200000000001
4762,CCHQN,22,71516,,7151.6
4763,FTAEJ,40,62748,France,6274.8
4764,RUPQV,59,34878,France,3487.8
4765,VEYUX,46,30422,France,3042.2000000000003
4766,IEQUA,56,46592,,4659.2
4767,BARVT,35,66490,,6649.0
4768,OICRH,48,70923,,7092.3
4769,MAKET,24,62212,,6221.200000000001
4770,TLSVK,27,45697,,4569.7
4771,CZJGZ,48,35176,France,3517.6000000000004
4772,ATOQF,33,33388,,3338.8
4773,FEAUF,45,40140,France,4014.0
4774,CTFRV,50,61875,,6187.5
4775,QEJNI,34,46527,,4652.7
4776,OQFNA,56,45067,,4506.7
4777,GOGWI,39,34277,,3427.7000000000003
4778,RFWWZ,22,32883,France,3288.3
4779,FPFBD,55,60037,,6003.700000000001
4780,VVWDK,54,31202,,3120.2000000000003
4781,ICTKE,40,72690,,7269.0
4782,HMMQJ,33,34233,,3423.3
4783,WBUVW,41,52583,,5258.3
4784,THUUF,59,45315,,4531.5
4785,CHCVO,20,48628,France,4862.8
4786,QBHPA,31,77138,France,7713.8
4787,IRWRO,33,75858,France,7585.8
4788,OQWNE,25,70492,,7049.200000000001
4789,AHLRD,58,72924,,7292.400000000001
4790,KZJLO,53,78781,,7878.1
4791,WTIPP,56,67536,France,6753.6
4792,GLIVJ,26,37998,France,3799.8
4793,OPWDW,34,76991,,7699.1
4794,SOZCT,20,73261,France,7326.1
4795,VJPDA,47,63336,,6333.6
4796,ELLED,31,50499,,5049.900000000001
4797,OYKMC,32,39359,,3935.9
4798,CITRP,29,47969,,4796.900000000001
4799,LTRUN,31,35937,France,3593.7000000000003
4800,VXXRL,44,70240,,7024.0
4801,HWIVW,40,51783,,5178.3
4802,EVCJZ,23,39915,,3991.5
4803,ZOLUM,23,33295,France,3329.5
4804,FDSNJ,44,74140,,7414.0
4805,JTLYF,23,30590,,3059.0
4806,SYFFT,56,77030,France,7703.0
4807,RDJWR,38,44736,France,4473.6
4808,SKMKR,33,50800,,5080.0
4809,YLUEL,52,36832,,3683.2000000000003
4810,ZKFQE,36,71135,,7113.5
4811,XZGBH,52,67552,France,6755.200000000001
4812,FXTIL,23,56944,France,5694.400000000001
4813,FWOLM,51,72553,,7255.3
4814,VSEWR,29,53573,,5357.3
4815,LMKXF,51,72801,,7280.1
4816,KSDRV,45,49900,France,4990.0
4817,EXLGT,23,48751,,4875.1
4818,YIAAR,39,66762,,6676.200000000001
4819,YUXML,52,69351,,6935.1
4820,QKJUX,21,31804,France,3180.4
4821,IQKPU,59,77328,France,7732.8
4822,XNVSO,31,72039,,7203.900000000001
4823,JTCSX,32,31939,,3193.9
4824,GIYNK,60,40675,,4067.5
4825,XZKIU,41,51173,,5117.3
4826,MELYC,48,69629,France,6962.900000000001
4827,AZHHJ,28,77784,,7778.400000000001
4828,TYAHA,20,79583,,7958.3
4829,ACPKB,53,30006,,3000.6000000000004
4830,TRHMO,48,71123,,7112.3
4831,MCZTD,35,43308,,4330.8
4832,AYWVW,57,66585,,6658.5
4833,PIMSS,43,40091,France,4009.1000000000004
4834,NDTNC,21,41643,,4164.3
4835,KSGWQ,20,51655,,5165.5
4836,SOBZM,21,72593,,7259.3
4837,UDOUM,24,42507,,4250.7
4838,HMPFP,33,58035,,5803.5
4839,KMWJS,45,57942,,5794.200000000001
4840,AYZLP,40,43973,,4397.3
4841,TUUUC,21,64600,,6460.0
4842,JZJZJ,56,37433,,3743.3
4843,AREVY,27,47742,,4774.2
4844,MPKUW,48,70679,,7067.900000000001
4845,COEWS,57,58635,,5863.5
4846,KXYNJ,55,38381,,3838.1000000000004
4847,RRUND,49,47278,,4727.8
4848,QTXNW,39,54920,,5492.0
4849,CAMUN,29,48448,France,4844.8
4850,EZLZV,48,75895,,7589.5
4851,PNSYL,35,36547,France,3654.7000000000003
4852,KNLPL,27,56110,,5611.0
4853,VRBGX,53,46922,France,4692.2
4854,IFRFO,25,78481,,7848.1
4855,JJBKK,55,46043,,4604.3
4856,MJBRZ,46,30351,,3035.1000000000004
4857,LEISD,31,70354,,7035.400000000001
4858,IHZVD,43,39025,France,3902.5
4859,ZVCGW,42,38284,,3828.4
4860,EKIYN,34,60668,,6066.8
4861,XYEYO,56,43575,,4357.5
4862,IEBUF,37,59859,France,5985.900000000001
4863,EBNLN,28,40334,,4033.4
4864,MWAUR,59,41742,France,4174.2
4865,EJGLX,52,37780,France,3778.0
4866,SOZZK,35,50864,,5086.400000000001
4867,UYZAQ,43,69633,,6963.3
4868,SKWAA,46,53139,France,5313.900000000001
4869,UOEXX,45,72638,,7263.8
4870,UJTRB,56,31598,,3159.8
4871,QBRNL,42,63430,,6343.0
4872,YWAUP,32,66863,,6686.3
4873,IOBAA,20,68196,,6819.6
4874,DNBSO,43,46180,,4618.0
4875,IQMAI,22,41254,,4125.400000000001
4876,LDFMO,26,47298,France,4729.8
4877,EOSJN,55,49163,,4916.3
4878,XXVNM,45,33148,,3314.8
4879,SUYCM,37,51658,,5165.8
4880,ZQTHD,32,67605,,6760.5
4881,MAOYD,57,46039,,4603.900000000001
4882,LLGYJ,54,51665,,5166.5
4883,QYDGL,42,68148,,6814.8
4884,XAOSF,31,34460,,3446.0
4885,RFXPA,45,67705,,6770.5
4886,GBJRM,23,67360,,6736.0
4887,EAANF,25,68004,,6800.400000000001
4888,DFJBR,41,61656,,6165.6
4889,PVHQD,37,36435,,3643.5
4890,LFHRY,31,55446,,5544.6
4891,HUDIL,46,53724,,5372.400000000001
4892,TPZKV,36,44853,,4485.3
4893,XDXFY,22,32881,,3288.1000000000004
4894,IYPSZ,43,59595,,5959.5
4895,QEASD,54,36406,,3640.6000000000004
4896,NUXEI,46,59176,France,5917.6
4897,BGTBV,21,42066,,4206.6
4898,JESIZ,60,71790,,7179.0
4899,TNDRI,33,32350,,3235.0
4900,BSZMF,48,58895,,5889.5
4901,TBVGG,53,78060,,7806.0
4902,VNSLE,56,72435,France,7243.5
4903,YHRSA,53,51387,France,5138.700000000001
4904,TCPZJ,29,59682,,5968.200000000001
4905,GZQCF,51,59575,,5957.5
4906,CCTFD,35,43946,,4394.6
4907,AQSGS,26,69224,France,6922.400000000001
4908,QVNKD,52,59479,France,5947.900000000001
4909,JZWYG,58,34223,,3422.3
4910,MURWL,52,30510,,3051.0
4911,AFFMZ,23,38555,,3855.5
4912,NLMXY,39,62095,,6209.5
4913,ZDHGH,59,73760,,7376.0
4914,UGMTR,39,69946,France,6994.6
4915,BCCQV,54,49045,,4904.5
4916,MYFNS,47,45948,France,4594.8
4917,XVOIL,44,50251,,5025.1
4918,ZIHFL,43,54739,,5473.900000000001
4919,HCCIG,36,40702,,4070.2000000000003
4920,VCINM,45,30053,,3005.3
4921,VSCZT,31,32111,,3211.1000000000004
4922,AJXTX,55,77231,,7723.1
4923,XCLKO,52,38081,,3808.1000000000004
4924,ILHFW,20,67587,,6758.700000000001
4925,RICQS,57,63590,,6359.0
4926,AWNGD,39,36682,,3668.2000000000003
4927,WMPKI,26,37194,,3719.4
4928,MSETP,31,39403,,3940.3
4929,BZTJV,52,71665,,7166.5
4930,ILFTR,49,38450,,3845.0
4931,WKFCT,59,53799,,5379.900000000001
4932,PRHXT,20,68556,France,6855.6
4933,HAIMZ,27,40904,France,4090.4
4934,IUZTP,59,64592,,6459.200000000001
4935,YAJQE,40,76480,,7648.0
4936,DISQH,31,33440,France,3344.0
4937,GXMKE,20,48697,,4869.7
4938,KYMUW,53,79763,,7976.3
4939,JVQCT,27,46535,,4653.5
4940,KRLGP,56,38683,France,3868.3
4941,IAYAT,48,56523,,5652.3
4942,HEWSJ,39,74569,,7456.900000000001
4943,ICZAZ,49,66944,,6694.400000000001
4944,OHPTN,33,52419,,5241.900000000001
4945,WMMKX,58,51596,France,5159.6
4946,RIFXP,40,65492,France,6549.200000000001
4947,DNDPB,45,78184,,7818.400000000001
4948,FQHKI,24,49703,France,4970.3
4949,XEROT,29,73112,,7311.200000000001
4950,QEBEU,58,58893,France,5889.3
4951,BCEBE,38,71562,France,7156.200000000001
4952,WKWYS,39,72113,,7211.3
4953,DZUVW,39,43663,,4366.3
4954,ZXMPR,49,54487,France,5448.700000000001
4955,IOSMA,44,38745,,3874.5
4956,KKSAO,43,49803,France,4980.3
4957,JAWBQ,21,60305,,6030.5
4958,CRJGE,34,39217,,3921.7000000000003
4959,ZECDI,35,58837,,5883.700000000001
4960,ZVGIZ,40,42443,,4244.3
4961,HSIMD,34,53408,France,5340.8
4962,EXNUP,30,37930,,3793.0
4963,TOWOL,60,71387,,7138.700000000001
4964,XUPIW,60,59254,,5925.400000000001
4965,YHKXI,28,64500,,6450.0
4966,VCCSR,36,43936,France,4393.6
4967,JAFAO,49,68547,,6854.700000000001
4968,IHBMB,25,55811,,5581.1
4969,ARJLB,42,42429,,4242.900000000001
4970,TMRQL,33,76223,,7622.3
4971,CDEUK,47,39750,,3975.0
4972,NLXGU,45,79174,,7917.400000000001
4973,GBYRO,28,75205,,7520.5
4974,ZGNXJ,21,35347,,3534.7000000000003
4975,LAIVG,25,60553,,6055.3
4976,FGRGZ,41,41808,,4180.8
4977,CXNAX,39,63018,France,6301.8
4978,VNIUU,27,43393,,4339.3
4979,WRPGE,41,79719,,7971.900000000001
4980,IDAKN,53,30603,France,3060.3
4981,DRBEG,49,48955,,4895.5
4982,RYUXV,40,72627,France,7262.700000000001
4983,DUJAJ,43,31094,,3109.4
4984,SPMCN,58,67956,France,6795.6
4985,NOOVJ,23,62318,France,6231.8
4986,RECDN,53,57627,,5762.700000000001
4987,TPBHR,47,67318,,6731.8
4988,WKYGS,42,54840,,5484.0
4989,FEHVE,35,37607,,3760.7000000000003
4990,OCLDM,24,76883,,7688.3
4991,AIFIS,59,62035,France,6203.5
4992,VUEUS,41,48370,,4837.0
4993,CGJOF,36,79760,,7976.0
4994,HKZXW,53,36643,,3664.3
4995,XGIXU,57,48567,,4856.7
4996,CPCUJ,20,72366,,7236.6
4997,YSARI,21,66878,France,6687.8
4998,JVMQC,27,69931,,6993.1
4999,TXQJU,23,76631,France,7663.1
5000,RCJPY,30,66816,,6681.6
5001,WYXDG,37,48367,France,4836.7
5002,OBMYF,40,39678,,3967.8
5003,ZXDUB,24,59651,,5965.1
5004,NQOYC,38,60537,France,6053.700000000001
5005,YQVEY,58,32200,,3220.0
5006,OZYIC,58,38399,,3839.9
5007,JWPGX,38,66639,France,6663.900000000001
5008,VRUZW,53,35164,,3516.4
5009,GEIWT,31,38948,France,3894.8
5010,ABSVD,20,52971,France,5297.1
5011,OCARO,50,33644,,3364.4
5012,LIOKF,23,41577,,4157.7
5013,SBPFN,57,34672,,3467.2000000000003
5014,VXJME,39,72325,,7232.5
5015,EMJHA,43,31479,,3147.9
5016,CSBKK,47,66431,,6643.1
5017,YWWID,29,55893,France,5589.3
5018,UFPTY,43,37030,France,3703.0
5019,WIKKI,40,44012,,4401.2
5020,SAKFZ,38,50316,,5031.6
5021,ZOBAR,46,39286,,3928.6000000000004
5022,GYWTV,33,43995,France,4399.5
5023,LRHZF,50,45845,,4584.5
5024,YNBNW,37,37458,,3745.8
5025,RXOWW,33,78691,,7869.1
5026,IRTTC,50,68901,,6890.1
5027,AWCFV,39,54174,,5417.400000000001
5028,RBJSE,28,70069,France,7006.900000000001
5029,GGSLT,30,40315,,4031.5
5030,FWPIK,42,57491,France,5749.1
5031,BJIUG,47,76461,,7646.1
5032,PBASV,57,31603,,3160.3
5033,YSYKD,41,64742,,6474.200000000001
5034,CJQQI,36,59636,France,5963.6
5035,IDQVP,51,43340,,4334.0
5036,SJSFQ,26,35706,France,3570.6000000000004
5037,PUKKO,48,75892,,7589.200000000001
5038,SNWHG,43,33763,France,3376.3
5039,BYTQU,44,75665,,7566.5
5040,OWLYY,38,43857,,4385.7
5041,FXGCR,41,71129,,7112.900000000001
5042,GEEOO,25,56974,France,5697.400000000001
5043,UWSMR,20,61209,France,6120.900000000001
5044,LYEIW,35,74784,,7478.400000000001
5045,ZGBVF,20,58953,,5895.3
5046,MLBRG,45,46588,,4658.8
5047,UKJCB,52,36411,France,3641.1000000000004
5048,PCKDS,31,68607,,6860.700000000001
5049,ZVITS,23,45654,,4565.400000000001
5050,AKUOZ,45,79244,,7924.400000000001
5051,ONQFL,50,40100,,4010.0
5052,NYNRA,35,43126,,4312.6
5053,OLZGJ,33,49580,,4958.0
5054,GXTGA,57,46447,,4644.7
5055,UKWHI,28,47057,France,4705.7
5056,YVJOK,57,74440,,7444.0
5057,PQRHJ,49,75461,,7546.1
5058,FTILR,28,32818,,3281.8
5059,FLGLN,23,56066,,5606.6
5060,JJDST,31,48800,,4880.0
5061,ZQDNY,35,72820,,7282.0
5062,GIVJJ,52,56336,France,5633.6
5063,HBRGQ,22,58248,,5824.8
5064,PXRNW,28,51328,,5132.8
5065,FWMLM,43,44635,France,4463.5
5066,DTMDU,51,54452,,5445.200000000001
5067,HWCMW,31,30701,,3070.1000000000004
5068,UWLAJ,38,33513,France,3351.3
5069,VKTAX,27,62317,,6231.700000000001
5070,DBKWC,35,57453,France,5745.3
5071,FJIJP,37,52457,France,5245.700000000001
5072,IMECI,28,63462,,6346.200000000001
5073,ZXAVA,36,43220,,4322.0
5074,LEIGA,59,73961,,7396.1
5075,PHDPQ,56,53291,France,5329.1
5076,CKCZW,49,62527,,6252.700000000001
5077,PLENL,35,79489,,7948.900000000001
5078,YSRAR,52,44864,,4486.400000000001
5079,UYINJ,20,40797,,4079.7000000000003
5080,AHZYC,40,60608,France,6060.8
5081,QHBMY,33,34130,,3413.0
5082,CIIAL,34,43912,,4391.2
5083,TUGTH,44,64956,France,6495.6
5084,NHTXK,34,36173,,3617.3
5085,VPZXN,50,70948,,7094.8
5086,EAQZO,45,33934,,3393.4
5087,LVKFJ,36,59360,,5936.0
5088,VPZHS,47,30182,,3018.2000000000003
5089,UMXDX,56,35358,,3535.8
5090,UKRCK,29,50609,France,5060.900000000001
5091,FGRXJ,49,53728,,5372.8
5092,XUPON,29,79873,,7987.3
5093,MYOFT,50,73253,,7325.3
5094,QYNOM,43,68626,,6862.6
5095,MHYZM,33,45009,France,4500.900000000001
5096,JRKRX,22,49071,France,4907.1
5097,PIDPO,40,61465,France,6146.5
5098,GEKTB,58,41217,,4121.7
5099,JFTLQ,41,79880,,7988.0
5100,XNBJH,44,38112,,3811.2000000000003
5101,SRLCD,39,34060,,3406.0
5102,HOFDV,28,58205,,5820.5
5103,PRDFG,27,38148,,3814.8
5104,NINFS,42,62329,France,6232.900000000001
